team,pitcher,pitcher_rest,date,season
GLO,nunezda01,10.0,2016-07-05,2016
GLO,carasma01,5.0,2016-07-06,2016
GLO,briesbe01,5.0,2016-07-07,2016
GLO,finnebr01,5.0,2016-07-08,2016
GLO,diazjh01,,2016-07-09,2016
GLO,nunezda01,5.0,2016-07-10,2016
GLO,briesbe01,8.0,2016-07-15,2016
GLO,finnebr01,8.0,2016-07-16,2016
GLO,carasma01,11.0,2016-07-17,2016
GLO,diazjh01,9.0,2016-07-18,2016
GLO,nunezda01,9.0,2016-07-19,2016
GLO,briesbe01,5.0,2016-07-20,2016
GLO,finnebr01,5.0,2016-07-21,2016
GLO,carasma01,5.0,2016-07-22,2016
GLO,diazjh01,5.0,2016-07-23,2016
GLO,nunezda01,5.0,2016-07-24,2016
GLO,briesbe01,5.0,2016-07-25,2016
GLO,finnebr01,5.0,2016-07-26,2016
GLO,carasma01,5.0,2016-07-27,2016
GLO,diazjh01,6.0,2016-07-29,2016
GLO,briesbe01,5.0,2016-07-30,2016
GLO,finnebr01,5.0,2016-07-31,2016
GLO,briesbe01,,2017-04-04,2017
GLO,diazjh01,,2017-04-06,2017
GLO,carasma01,,2017-04-07,2017
GLO,senzaan01,,2017-04-08,2017
GLO,matusbr01,,2017-04-09,2017
GLO,briesbe01,6.0,2017-04-10,2017
GLO,diazjh01,5.0,2017-04-11,2017
GLO,,,2017-04-12,2017
GLO,senzaan01,5.0,2017-04-13,2017
GLO,matusbr01,5.0,2017-04-14,2017
GLO,briesbe01,5.0,2017-04-15,2017
GLO,diazjh01,5.0,2017-04-16,2017
GLO,carasma01,6.0,2017-04-18,2017
GLO,senzaan01,6.0,2017-04-19,2017
GLO,matusbr01,6.0,2017-04-20,2017
GLO,briesbe01,6.0,2017-04-21,2017
GLO,diazjh01,6.0,2017-04-22,2017
GLO,carasma01,5.0,2017-04-23,2017
GLO,senzaan01,6.0,2017-04-25,2017
GLO,matusbr01,6.0,2017-04-26,2017
GLO,briesbe01,6.0,2017-04-27,2017
GLO,diazjh01,6.0,2017-04-28,2017
GLO,carasma01,6.0,2017-04-29,2017
GLO,senzaan01,5.0,2017-04-30,2017
GLO,matusbr01,5.0,2017-05-01,2017
GLO,briesbe01,5.0,2017-05-02,2017
GLO,diazjh01,5.0,2017-05-03,2017
GLO,carasma01,6.0,2017-05-05,2017
GLO,senzaan01,6.0,2017-05-06,2017
GLO,matusbr01,6.0,2017-05-07,2017
GLO,briesbe01,7.0,2017-05-09,2017
GLO,diazjh01,7.0,2017-05-10,2017
GLO,carasma01,6.0,2017-05-11,2017
GLO,,6.0,2017-05-12,2017
GLO,matusbr01,6.0,2017-05-13,2017
GLO,briesbe01,5.0,2017-05-14,2017
GLO,diazjh01,6.0,2017-05-16,2017
GLO,carasma01,6.0,2017-05-17,2017
GLO,senzaan01,6.0,2017-05-18,2017
GLO,matusbr01,6.0,2017-05-19,2017
GLO,briesbe01,6.0,2017-05-20,2017
GLO,diazjh01,5.0,2017-05-21,2017
GLO,carasma01,5.0,2017-05-22,2017
GLO,senzaan01,5.0,2017-05-23,2017
GLO,matusbr01,5.0,2017-05-24,2017
GLO,briesbe01,5.0,2017-05-25,2017
GLO,diazjh01,5.0,2017-05-26,2017
GLO,carasma01,5.0,2017-05-27,2017
GLO,ellisch01,,2017-05-27,2017
GLO,senzaan01,5.0,2017-05-28,2017
GLO,matusbr01,5.0,2017-05-29,2017
GLO,briesbe01,5.0,2017-05-30,2017
GLO,diazjh01,5.0,2017-05-31,2017
GLO,carasma01,,2017-06-02,2017
GLO,senzaan01,6.0,2017-06-03,2017
GLO,briesbe01,5.0,2017-06-04,2017
GLO,matusbr01,8.0,2017-06-06,2017
GLO,ellisch01,11.0,2017-06-07,2017
GLO,carasma01,6.0,2017-06-08,2017
GLO,senzaan01,6.0,2017-06-09,2017
GLO,briesbe01,6.0,2017-06-10,2017
GLO,matusbr01,5.0,2017-06-11,2017
GLO,ellisch01,6.0,2017-06-13,2017
GLO,senzaan01,5.0,2017-06-14,2017
GLO,briesbe01,5.0,2017-06-15,2017
GLO,matusbr01,5.0,2017-06-16,2017
GLO,carasma01,9.0,2017-06-17,2017
GLO,ellisch01,5.0,2017-06-18,2017
GLO,nunezda01,,2017-06-19,2017
GLO,senzaan01,6.0,2017-06-20,2017
GLO,briesbe01,6.0,2017-06-21,2017
GLO,matusbr01,6.0,2017-06-22,2017
GLO,carasma01,6.0,2017-06-23,2017
GLO,nunezda01,5.0,2017-06-24,2017
GLO,senzaan01,5.0,2017-06-25,2017
GLO,briesbe01,6.0,2017-06-27,2017
GLO,matusbr01,,2017-06-28,2017
GLO,carasma01,6.0,2017-06-29,2017
GLO,senzaan01,6.0,2017-07-01,2017
GLO,nunezda01,7.0,2017-07-01,2017
GLO,briesbe01,5.0,2017-07-02,2017
GLO,carasma01,5.0,2017-07-04,2017
GLO,matusbr01,7.0,2017-07-05,2017
GLO,nunezda01,5.0,2017-07-06,2017
GLO,senzaan01,6.0,2017-07-07,2017
GLO,briesbe01,6.0,2017-07-08,2017
GLO,carasma01,5.0,2017-07-09,2017
GLO,briesbe01,6.0,2017-07-14,2017
GLO,carasma01,6.0,2017-07-15,2017
GLO,,10.0,2017-07-16,2017
GLO,senzaan01,10.0,2017-07-17,2017
GLO,diazjh01,48.0,2017-07-18,2017
GLO,briesbe01,5.0,2017-07-19,2017
GLO,carasma01,5.0,2017-07-20,2017
GLO,nunezda01,5.0,2017-07-21,2017
GLO,senzaan01,5.0,2017-07-22,2017
GLO,,5.0,2017-07-23,2017
GLO,briesbe01,5.0,2017-07-24,2017
GLO,carasma01,5.0,2017-07-25,2017
GLO,nunezda01,5.0,2017-07-26,2017
GLO,senzaan01,6.0,2017-07-28,2017
GLO,diazjh01,6.0,2017-07-29,2017
GLO,briesbe01,6.0,2017-07-30,2017
GLO,carasma01,6.0,2017-07-31,2017
GLO,senzaan01,,2018-03-30,2018
GLO,carasma01,,2018-04-01,2018
GLO,galleza01,,2018-04-01,2018
GLO,lodolni01,,2018-04-02,2018
GLO,diazjh01,,2018-04-03,2018
GLO,senzaan01,6.0,2018-04-05,2018
GLO,carasma01,6.0,2018-04-07,2018
GLO,henryto01,,2018-04-08,2018
GLO,lodolni01,7.0,2018-04-09,2018
GLO,diazjh01,7.0,2018-04-10,2018
GLO,senzaan01,6.0,2018-04-11,2018
GLO,carasma01,5.0,2018-04-12,2018
GLO,,5.0,2018-04-13,2018
GLO,lodolni01,8.0,2018-04-17,2018
GLO,diazjh01,8.0,2018-04-18,2018
GLO,senzaan01,,2018-04-19,2018
GLO,carasma01,8.0,2018-04-20,2018
GLO,matusbr01,,2018-04-20,2018
GLO,henryto01,8.0,2018-04-21,2018
GLO,lodolni01,5.0,2018-04-22,2018
GLO,senzaan01,6.0,2018-04-25,2018
GLO,diazjh01,7.0,2018-04-25,2018
GLO,carasma01,6.0,2018-04-26,2018
GLO,henryto01,6.0,2018-04-27,2018
GLO,lodolni01,6.0,2018-04-28,2018
GLO,matusbr01,9.0,2018-04-29,2018
GLO,senzaan01,5.0,2018-04-30,2018
GLO,,,2018-05-01,2018
GLO,carasma01,6.0,2018-05-02,2018
GLO,henryto01,6.0,2018-05-03,2018
GLO,lodolni01,6.0,2018-05-04,2018
GLO,senzaan01,5.0,2018-05-05,2018
GLO,diazjh01,5.0,2018-05-06,2018
GLO,carasma01,5.0,2018-05-07,2018
GLO,henryto01,5.0,2018-05-08,2018
GLO,lodolni01,5.0,2018-05-09,2018
GLO,diazjh01,6.0,2018-05-12,2018
GLO,carasma01,5.0,2018-05-12,2018
GLO,stoudle01,,2018-05-13,2018
GLO,henryto01,6.0,2018-05-14,2018
GLO,lodolni01,6.0,2018-05-15,2018
GLO,galleza01,45.0,2018-05-16,2018
GLO,diazjh01,5.0,2018-05-17,2018
GLO,carasma01,,2018-05-18,2018
GLO,henryto01,5.0,2018-05-19,2018
GLO,lodolni01,5.0,2018-05-20,2018
GLO,stoudle01,8.0,2018-05-21,2018
GLO,diazjh01,5.0,2018-05-22,2018
GLO,carasma01,5.0,2018-05-23,2018
GLO,henryto01,6.0,2018-05-25,2018
GLO,lodolni01,6.0,2018-05-26,2018
GLO,stoudle01,6.0,2018-05-27,2018
GLO,diazjh01,6.0,2018-05-28,2018
GLO,carasma01,6.0,2018-05-29,2018
GLO,henryto01,5.0,2018-05-30,2018
GLO,galleza01,15.0,2018-05-31,2018
GLO,stoudle01,5.0,2018-06-01,2018
GLO,diazjh01,5.0,2018-06-02,2018
GLO,carasma01,5.0,2018-06-03,2018
GLO,,,2018-06-04,2018
GLO,henryto01,5.0,2018-06-04,2018
GLO,durapmo01,,2018-06-05,2018
GLO,stoudle01,5.0,2018-06-06,2018
GLO,diazjh01,5.0,2018-06-07,2018
GLO,carasma01,5.0,2018-06-08,2018
GLO,henryto01,5.0,2018-06-09,2018
GLO,durapmo01,5.0,2018-06-10,2018
GLO,stoudle01,6.0,2018-06-12,2018
GLO,diazjh01,6.0,2018-06-13,2018
GLO,carasma01,6.0,2018-06-14,2018
GLO,henryto01,,2018-06-15,2018
GLO,senzaan01,42.0,2018-06-16,2018
GLO,stoudle01,5.0,2018-06-17,2018
GLO,diazjh01,6.0,2018-06-19,2018
GLO,carasma01,6.0,2018-06-20,2018
GLO,henryto01,7.0,2018-06-22,2018
GLO,lodolni01,28.0,2018-06-23,2018
GLO,diazjh01,5.0,2018-06-24,2018
GLO,senzaan01,9.0,2018-06-25,2018
GLO,stoudle01,9.0,2018-06-26,2018
GLO,henryto01,5.0,2018-06-27,2018
GLO,carasma01,8.0,2018-06-28,2018
GLO,lodolni01,6.0,2018-06-29,2018
GLO,diazjh01,6.0,2018-06-30,2018
GLO,senzaan01,,2018-07-01,2018
GLO,henryto01,5.0,2018-07-02,2018
GLO,carasma01,5.0,2018-07-03,2018
GLO,lodolni01,5.0,2018-07-04,2018
GLO,diazjh01,5.0,2018-07-05,2018
GLO,senzaan01,5.0,2018-07-06,2018
GLO,henryto01,5.0,2018-07-07,2018
GLO,carasma01,5.0,2018-07-08,2018
GLO,lodolni01,5.0,2018-07-09,2018
GLO,diazjh01,5.0,2018-07-10,2018
GLO,,5.0,2018-07-11,2018
GLO,henryto01,6.0,2018-07-13,2018
GLO,carasma01,6.0,2018-07-14,2018
GLO,lodolni01,6.0,2018-07-15,2018
GLO,diazjh01,10.0,2018-07-20,2018
GLO,henryto01,8.0,2018-07-21,2018
GLO,stoudle01,26.0,2018-07-22,2018
GLO,lodolni01,8.0,2018-07-23,2018
GLO,senzaan01,13.0,2018-07-24,2018
GLO,diazjh01,5.0,2018-07-25,2018
GLO,henryto01,6.0,2018-07-27,2018
GLO,stoudle01,6.0,2018-07-28,2018
GLO,senzaan01,5.0,2018-07-29,2018
GLO,diazjh01,6.0,2018-07-31,2018
GLO,senzaan01,,2019-03-28,2019
GLO,diazjh01,,2019-03-29,2019
GLO,cainma01,,2019-03-30,2019
GLO,,,2019-03-31,2019
GLO,burrobe01,,2019-04-01,2019
GLO,senzaan01,5.0,2019-04-02,2019
GLO,diazjh01,5.0,2019-04-03,2019
GLO,cainma01,5.0,2019-04-04,2019
GLO,garzaju01,6.0,2019-04-06,2019
GLO,burrobe01,6.0,2019-04-07,2019
GLO,senzaan01,7.0,2019-04-09,2019
GLO,diazjh01,7.0,2019-04-10,2019
GLO,cainma01,7.0,2019-04-11,2019
GLO,burrobe01,6.0,2019-04-13,2019
GLO,senzaan01,5.0,2019-04-14,2019
GLO,diazjh01,6.0,2019-04-16,2019
GLO,cainma01,6.0,2019-04-17,2019
GLO,burrobe01,5.0,2019-04-18,2019
GLO,senzaan01,5.0,2019-04-19,2019
GLO,matusbr01,,2019-04-21,2019
GLO,diazjh01,7.0,2019-04-23,2019
GLO,cainma01,6.0,2019-04-23,2019
GLO,burrobe01,6.0,2019-04-24,2019
GLO,senzaan01,6.0,2019-04-25,2019
GLO,matusbr01,5.0,2019-04-26,2019
GLO,diazjh01,5.0,2019-04-28,2019
GLO,,,2019-04-30,2019
GLO,matusbr01,5.0,2019-05-01,2019
GLO,diazjh01,5.0,2019-05-03,2019
GLO,burrobe01,10.0,2019-05-04,2019
GLO,cainma01,5.0,2019-05-05,2019
GLO,matusbr01,6.0,2019-05-07,2019
GLO,diazjh01,5.0,2019-05-08,2019
GLO,galleza01,,2019-05-09,2019
GLO,burrobe01,6.0,2019-05-10,2019
GLO,whalero01,,2019-05-11,2019
GLO,cainma01,6.0,2019-05-11,2019
GLO,matusbr01,5.0,2019-05-12,2019
GLO,diazjh01,5.0,2019-05-13,2019
GLO,galleza01,,2019-05-14,2019
GLO,whalero01,4.0,2019-05-15,2019
GLO,cainma01,5.0,2019-05-16,2019
GLO,matusbr01,5.0,2019-05-17,2019
GLO,diazjh01,5.0,2019-05-18,2019
GLO,whalero01,4.0,2019-05-19,2019
GLO,cainma01,5.0,2019-05-21,2019
GLO,matusbr01,5.0,2019-05-22,2019
GLO,diazjh01,5.0,2019-05-23,2019
GLO,whalero01,5.0,2019-05-24,2019
GLO,galleza01,11.0,2019-05-25,2019
GLO,cainma01,5.0,2019-05-26,2019
GLO,,5.0,2019-05-27,2019
GLO,diazjh01,5.0,2019-05-28,2019
GLO,galleza01,4.0,2019-05-29,2019
GLO,cainma01,5.0,2019-05-31,2019
GLO,matusbr01,5.0,2019-06-01,2019
GLO,diazjh01,5.0,2019-06-02,2019
GLO,galleza01,6.0,2019-06-04,2019
GLO,cainma01,5.0,2019-06-05,2019
GLO,matusbr01,5.0,2019-06-06,2019
GLO,diazjh01,5.0,2019-06-07,2019
GLO,ellisch01,,2019-06-08,2019
GLO,galleza01,5.0,2019-06-09,2019
GLO,cainma01,6.0,2019-06-11,2019
GLO,matusbr01,6.0,2019-06-12,2019
GLO,diazjh01,6.0,2019-06-13,2019
GLO,galleza01,5.0,2019-06-14,2019
GLO,whalero01,22.0,2019-06-15,2019
GLO,cainma01,5.0,2019-06-16,2019
GLO,matusbr01,6.0,2019-06-18,2019
GLO,senzaan01,55.0,2019-06-19,2019
GLO,diazjh01,8.0,2019-06-21,2019
GLO,cainma01,6.0,2019-06-22,2019
GLO,matusbr01,5.0,2019-06-23,2019
GLO,senzaan01,6.0,2019-06-25,2019
GLO,diazjh01,5.0,2019-06-26,2019
GLO,cainma01,5.0,2019-06-27,2019
GLO,matusbr01,5.0,2019-06-28,2019
GLO,whalero01,14.0,2019-06-29,2019
GLO,senzaan01,5.0,2019-06-30,2019
GLO,matusbr01,5.0,2019-07-03,2019
GLO,butleed01,,2019-07-03,2019
GLO,diazjh01,8.0,2019-07-04,2019
GLO,galleza01,21.0,2019-07-05,2019
GLO,senzaan01,,2019-07-06,2019
GLO,whalero01,8.0,2019-07-07,2019
GLO,cainma01,15.0,2019-07-12,2019
GLO,diazjh01,9.0,2019-07-13,2019
GLO,senzaan01,8.0,2019-07-14,2019
GLO,matusbr01,12.0,2019-07-15,2019
GLO,galleza01,11.0,2019-07-16,2019
GLO,cainma01,5.0,2019-07-17,2019
GLO,diazjh01,5.0,2019-07-18,2019
GLO,senzaan01,5.0,2019-07-19,2019
GLO,matusbr01,5.0,2019-07-20,2019
GLO,butleed01,,2019-07-21,2019
GLO,diazjh01,5.0,2019-07-23,2019
GLO,senzaan01,5.0,2019-07-24,2019
GLO,seaboco01,,2019-07-25,2019
GLO,,6.0,2019-07-26,2019
GLO,butleed01,6.0,2019-07-27,2019
GLO,diazjh01,5.0,2019-07-28,2019
GLO,senzaan01,5.0,2019-07-29,2019
GLO,,5.0,2019-07-30,2019
GLO,matusbr01,5.0,2019-07-31,2019
GLO,diazjh01,,2021-04-01,2021
GLO,scottch01,,2021-04-03,2021
GLO,sborzjo01,,2021-04-04,2021
GLO,fostema01,,2021-04-05,2021
GLO,nelsoji02,,2021-04-06,2021
GLO,diazjh01,6.0,2021-04-07,2021
GLO,holmegr01,,2021-04-09,2021
GLO,sborzjo01,6.0,2021-04-10,2021
GLO,fostema01,6.0,2021-04-11,2021
GLO,nelsoji02,6.0,2021-04-12,2021
GLO,diazjh01,6.0,2021-04-13,2021
GLO,carasma01,,2021-04-14,2021
GLO,sborzjo01,5.0,2021-04-15,2021
GLO,fostema01,5.0,2021-04-16,2021
GLO,nelsoji02,,2021-04-17,2021
GLO,diazjh01,,2021-04-18,2021
GLO,cainma01,,2021-04-21,2021
GLO,carasma01,7.0,2021-04-21,2021
GLO,fostema01,6.0,2021-04-22,2021
GLO,nelsoji02,6.0,2021-04-23,2021
GLO,diazjh01,6.0,2021-04-24,2021
GLO,carasma01,4.0,2021-04-25,2021
GLO,cainma01,,2021-04-26,2021
GLO,fostema01,5.0,2021-04-27,2021
GLO,diazjh01,5.0,2021-04-29,2021
GLO,nelsoji02,6.0,2021-04-29,2021
GLO,sborzjo01,15.0,2021-04-30,2021
GLO,cainma01,5.0,2021-05-01,2021
GLO,fostema01,5.0,2021-05-02,2021
GLO,carasma01,9.0,2021-05-04,2021
GLO,nelsoji02,6.0,2021-05-05,2021
GLO,cainma01,5.0,2021-05-06,2021
GLO,sborzjo01,7.0,2021-05-07,2021
GLO,fostema01,6.0,2021-05-08,2021
GLO,diazjh01,12.0,2021-05-11,2021
GLO,nelsoji02,7.0,2021-05-12,2021
GLO,cainma01,7.0,2021-05-13,2021
GLO,sborzjo01,7.0,2021-05-14,2021
GLO,fostema01,7.0,2021-05-15,2021
GLO,diazjh01,5.0,2021-05-16,2021
GLO,nelsoji02,5.0,2021-05-17,2021
GLO,cainma01,5.0,2021-05-18,2021
GLO,sborzjo01,5.0,2021-05-19,2021
GLO,fostema01,6.0,2021-05-21,2021
GLO,diazjh01,6.0,2021-05-22,2021
GLO,nelsoji02,6.0,2021-05-23,2021
GLO,,6.0,2021-05-24,2021
GLO,sborzjo01,6.0,2021-05-25,2021
GLO,fostema01,5.0,2021-05-26,2021
GLO,diazjh01,5.0,2021-05-27,2021
GLO,nelsoji02,5.0,2021-05-28,2021
GLO,cainma01,5.0,2021-05-29,2021
GLO,sborzjo01,5.0,2021-05-30,2021
GLO,butleed01,,2021-05-31,2021
GLO,diazjh01,5.0,2021-06-01,2021
GLO,nelsoji02,6.0,2021-06-03,2021
GLO,cainma01,6.0,2021-06-04,2021
GLO,sborzjo01,6.0,2021-06-05,2021
GLO,fostema01,11.0,2021-06-06,2021
GLO,diazjh01,7.0,2021-06-08,2021
GLO,nelsoji02,,2021-06-09,2021
GLO,butleed01,,2021-06-10,2021
GLO,sborzjo01,6.0,2021-06-11,2021
GLO,fostema01,6.0,2021-06-12,2021
GLO,whitebr01,,2021-06-13,2021
GLO,diazjh01,6.0,2021-06-14,2021
GLO,nelsoji02,6.0,2021-06-15,2021
GLO,sborzjo01,5.0,2021-06-16,2021
GLO,lauerer01,,2021-06-17,2021
GLO,fostema01,6.0,2021-06-18,2021
GLO,overtco01,,2021-06-19,2021
GLO,nelsoji02,,2021-06-20,2021
GLO,sborzjo01,6.0,2021-06-22,2021
GLO,lauerer01,6.0,2021-06-23,2021
GLO,fostema01,6.0,2021-06-24,2021
GLO,nelsoji02,6.0,2021-06-26,2021
GLO,overtco01,7.0,2021-06-26,2021
GLO,sborzjo01,5.0,2021-06-27,2021
GLO,lauerer01,,2021-06-28,2021
GLO,fostema01,,2021-06-30,2021
GLO,overtco01,4.0,2021-06-30,2021
GLO,nelsoji02,6.0,2021-07-02,2021
GLO,sborzjo01,6.0,2021-07-03,2021
GLO,lauerer01,6.0,2021-07-04,2021
GLO,overtco01,5.0,2021-07-05,2021
GLO,fostema01,6.0,2021-07-06,2021
GLO,nelsoji02,5.0,2021-07-07,2021
GLO,sborzjo01,5.0,2021-07-08,2021
GLO,lauerer01,5.0,2021-07-09,2021
GLO,whitebr01,27.0,2021-07-10,2021
GLO,overtco01,6.0,2021-07-11,2021
GLO,fostema01,11.0,2021-07-17,2021
GLO,butleed01,37.0,2021-07-17,2021
GLO,overtco01,7.0,2021-07-18,2021
GLO,nelsoji02,12.0,2021-07-19,2021
GLO,sborzjo01,12.0,2021-07-20,2021
GLO,lauerer01,12.0,2021-07-21,2021
GLO,butleed01,5.0,2021-07-22,2021
GLO,overtco01,5.0,2021-07-23,2021
GLO,nelsoji02,,2021-07-24,2021
GLO,sborzjo01,5.0,2021-07-25,2021
GLO,,5.0,2021-07-26,2021
GLO,butleed01,5.0,2021-07-27,2021
GLO,overtco01,5.0,2021-07-28,2021
GLO,nelsoji02,5.0,2021-07-29,2021
GLO,sborzjo01,5.0,2021-07-30,2021
GLO,lauerer01,5.0,2021-07-31,2021
GLO,adamsch01,,2022-04-08,2022
GLO,nelsoji02,,2022-04-09,2022
GLO,sborzjo01,,2022-04-10,2022
GLO,lauerer01,,2022-04-11,2022
GLO,butleed01,,2022-04-12,2022
GLO,adamsch01,5.0,2022-04-13,2022
GLO,nelsoji02,5.0,2022-04-14,2022
GLO,sborzjo01,5.0,2022-04-15,2022
GLO,lauerer01,5.0,2022-04-16,2022
GLO,butleed01,7.0,2022-04-19,2022
GLO,adamsch01,,2022-04-20,2022
GLO,maldoan01,,2022-04-21,2022
GLO,sborzjo01,8.0,2022-04-23,2022
GLO,lockewa01,,2022-04-23,2022
GLO,butleed01,5.0,2022-04-24,2022
GLO,adamsch01,6.0,2022-04-26,2022
GLO,maldoan01,6.0,2022-04-27,2022
GLO,sborzjo01,,2022-04-28,2022
GLO,butleed01,5.0,2022-04-29,2022
GLO,lockewa01,7.0,2022-04-30,2022
GLO,,5.0,2022-05-01,2022
GLO,lackejo01,,2022-05-04,2022
GLO,maldoan01,7.0,2022-05-04,2022
GLO,sborzjo01,7.0,2022-05-05,2022
GLO,lockewa01,,2022-05-06,2022
GLO,adamsch01,6.0,2022-05-07,2022
GLO,overtco01,,2022-05-08,2022
GLO,maldoan01,5.0,2022-05-09,2022
GLO,alvarjo02,6.0,2022-05-10,2022
GLO,lackejo01,6.0,2022-05-10,2022
GLO,kirbyge01,,2022-05-11,2022
GLO,lockewa01,6.0,2022-05-12,2022
GLO,adamsch01,6.0,2022-05-13,2022
GLO,maldoan01,5.0,2022-05-14,2022
GLO,sborzjo01,5.0,2022-05-15,2022
GLO,lackejo01,6.0,2022-05-16,2022
GLO,lockewa01,5.0,2022-05-17,2022
GLO,adamsch01,5.0,2022-05-18,2022
GLO,sborzjo01,5.0,2022-05-20,2022
GLO,lackejo01,6.0,2022-05-22,2022
GLO,bettich01,,2022-05-23,2022
GLO,lockewa01,7.0,2022-05-24,2022
GLO,ponceda01,,2022-05-25,2022
GLO,sborzjo01,6.0,2022-05-26,2022
GLO,lackejo01,6.0,2022-05-28,2022
GLO,bettich01,6.0,2022-05-29,2022
GLO,lockewa01,6.0,2022-05-30,2022
GLO,ponceda01,,2022-05-31,2022
GLO,kirbyge01,20.0,2022-05-31,2022
GLO,sborzjo01,6.0,2022-06-01,2022
GLO,lackejo01,5.0,2022-06-02,2022
GLO,bettich01,5.0,2022-06-03,2022
GLO,,5.0,2022-06-04,2022
GLO,ponceda01,5.0,2022-06-05,2022
GLO,sborzjo01,6.0,2022-06-07,2022
GLO,lackejo01,6.0,2022-06-08,2022
GLO,bettich01,7.0,2022-06-10,2022
GLO,lockewa01,7.0,2022-06-11,2022
GLO,sborzjo01,5.0,2022-06-12,2022
GLO,ponceda01,8.0,2022-06-13,2022
GLO,aquinja01,,2022-06-14,2022
GLO,lackejo01,7.0,2022-06-15,2022
GLO,lockewa01,5.0,2022-06-16,2022
GLO,sborzjo01,5.0,2022-06-17,2022
GLO,ponceda01,5.0,2022-06-18,2022
GLO,aquinja01,5.0,2022-06-19,2022
GLO,lackejo01,5.0,2022-06-20,2022
GLO,lockewa01,5.0,2022-06-21,2022
GLO,sborzjo01,5.0,2022-06-22,2022
GLO,ponceda01,6.0,2022-06-24,2022
GLO,lackejo01,5.0,2022-06-25,2022
GLO,lockewa01,5.0,2022-06-26,2022
GLO,sborzjo01,6.0,2022-06-28,2022
GLO,ponceda01,5.0,2022-06-29,2022
GLO,maldoan01,48.0,2022-07-01,2022
GLO,lockewa01,6.0,2022-07-02,2022
GLO,sborzjo01,5.0,2022-07-03,2022
GLO,armenro01,,2022-07-04,2022
GLO,lackejo01,9.0,2022-07-04,2022
GLO,aquinja01,16.0,2022-07-05,2022
GLO,maldoan01,5.0,2022-07-06,2022
GLO,lockewa01,5.0,2022-07-07,2022
GLO,sborzjo01,5.0,2022-07-08,2022
GLO,armenro01,5.0,2022-07-09,2022
GLO,aquinja01,5.0,2022-07-10,2022
GLO,maldoan01,5.0,2022-07-11,2022
GLO,lackejo01,7.0,2022-07-11,2022
GLO,lockewa01,5.0,2022-07-12,2022
GLO,sborzjo01,5.0,2022-07-13,2022
GLO,bettich01,34.0,2022-07-14,2022
GLO,aquinja01,5.0,2022-07-15,2022
GLO,maldoan01,5.0,2022-07-16,2022
GLO,armenro01,12.0,2022-07-21,2022
GLO,sborzjo01,8.0,2022-07-21,2022
GLO,maldoan01,7.0,2022-07-23,2022
GLO,ponceda01,25.0,2022-07-24,2022
GLO,aquinja01,10.0,2022-07-25,2022
GLO,armenro01,,2022-07-26,2022
GLO,sborzjo01,6.0,2022-07-27,2022
GLO,butleed01,90.0,2022-07-28,2022
GLO,romerfe01,,2022-07-29,2022
GLO,aquinja01,5.0,2022-07-30,2022
GLO,armenro01,5.0,2022-07-31,2022
GLO,adamsch01,,2023-03-30,2023
GLO,cainma01,,2023-04-01,2023
GLO,,,2023-04-02,2023
GLO,diazjh01,,2023-04-03,2023
GLO,lauerer01,,2023-04-04,2023
GLO,adamsch01,6.0,2023-04-05,2023
GLO,cainma01,5.0,2023-04-06,2023
GLO,,6.0,2023-04-08,2023
GLO,diazjh01,6.0,2023-04-09,2023
GLO,lauerer01,7.0,2023-04-11,2023
GLO,adamsch01,7.0,2023-04-12,2023
GLO,cainma01,,2023-04-13,2023
GLO,kirbyge01,6.0,2023-04-14,2023
GLO,searsjp01,,2023-04-15,2023
GLO,adamsch01,6.0,2023-04-18,2023
GLO,diazjh01,9.0,2023-04-18,2023
GLO,cainma01,,2023-04-19,2023
GLO,searsjp01,6.0,2023-04-21,2023
GLO,kirbyge01,8.0,2023-04-22,2023
GLO,adamsch01,5.0,2023-04-23,2023
GLO,diazjh01,,2023-04-24,2023
GLO,cainma01,6.0,2023-04-25,2023
GLO,searsjp01,5.0,2023-04-26,2023
GLO,kirbyge01,5.0,2023-04-27,2023
GLO,adamsch01,6.0,2023-04-29,2023
GLO,diazjh01,5.0,2023-04-29,2023
GLO,cainma01,5.0,2023-04-30,2023
GLO,kirbyge01,6.0,2023-05-03,2023
GLO,searsjp01,7.0,2023-05-03,2023
GLO,adamsch01,5.0,2023-05-04,2023
GLO,diazjh01,6.0,2023-05-05,2023
GLO,cainma01,,2023-05-06,2023
GLO,lackejo01,,2023-05-07,2023
GLO,kirbyge01,5.0,2023-05-08,2023
GLO,searsjp01,6.0,2023-05-09,2023
GLO,adamsch01,6.0,2023-05-10,2023
GLO,diazjh01,7.0,2023-05-12,2023
GLO,lackejo01,6.0,2023-05-13,2023
GLO,kirbyge01,6.0,2023-05-14,2023
GLO,searsjp01,7.0,2023-05-16,2023
GLO,,7.0,2023-05-17,2023
GLO,diazjh01,7.0,2023-05-19,2023
GLO,lackejo01,7.0,2023-05-20,2023
GLO,kirbyge01,7.0,2023-05-21,2023
GLO,searsjp01,6.0,2023-05-22,2023
GLO,adamsch01,6.0,2023-05-23,2023
GLO,diazjh01,5.0,2023-05-24,2023
GLO,lackejo01,5.0,2023-05-25,2023
GLO,kirbyge01,5.0,2023-05-26,2023
GLO,searsjp01,5.0,2023-05-27,2023
GLO,,5.0,2023-05-28,2023
GLO,diazjh01,5.0,2023-05-29,2023
GLO,lackejo01,5.0,2023-05-30,2023
