team,pitcher,pitcher_rest,date,season
PJT,rodrije01,0.0,2021-07-01,2021
PJT,kaprija01,6.0,2022-05-06,2022
PJT,stammcr01,0.0,2022-05-17,2022
PJT,effrosc01,7.0,2022-05-21,2022
PJT,stammcr01,5.0,2022-06-09,2022
PJT,dunnida01,6.0,2023-04-15,2023
PJT,,6.0,2023-04-24,2023
PJT,howarsa01,0.0,2023-05-05,2023
PJT,dunnida01,7.0,2023-05-19,2023
PJT,dunnida01,6.0,2023-06-16,2023
PJT,howarsa01,5.0,2023-07-26,2023
QDH,jeffrje01,5.0,2016-04-28,2016
QDH,livelbe01,0.0,2016-04-29,2016
QDH,willitr01,0.0,2016-05-01,2016
QDH,willitr01,5.0,2016-05-18,2016
QDH,fulmeca01,5.0,2016-06-17,2016
QDH,rodrica02,7.0,2016-07-15,2016
QDH,walstbl01,5.0,2016-07-21,2016
QDH,fulmeca01,5.0,2016-07-23,2016
QDH,webblo01,6.0,2017-05-12,2017
QDH,burneco01,5.0,2017-06-29,2017
QDH,walstbl01,5.0,2017-07-19,2017
QDH,fulmeca01,0.0,2018-03-29,2018
QDH,ramirer02,5.0,2018-06-02,2018
QDH,livelbe01,6.0,2018-06-16,2018
QDH,livelbe01,6.0,2018-07-04,2018
QDH,ramirer02,5.0,2018-07-26,2018
QDH,erlinro01,0.0,2019-04-01,2019
QDH,conlead01,0.0,2019-06-01,2019
QDH,jeffrje01,6.0,2019-06-25,2019
QDH,jeffrje01,5.0,2019-06-30,2019
QDH,jeffrje01,0.0,2021-04-01,2021
QDH,vargace01,6.0,2021-04-23,2021
QDH,lambeji01,6.0,2021-05-01,2021
QDH,alvarjo02,5.0,2021-05-08,2021
QDH,gracema02,22.0,2022-05-14,2022
QDH,selbyco01,5.0,2022-05-17,2022
QDH,selbyco01,5.0,2022-06-03,2022
QDH,feltnry01,5.0,2022-07-13,2022
QDH,alvarjo02,18.0,2022-07-21,2022
QDH,selbyco01,6.0,2023-04-09,2023
QDH,smeltde01,5.0,2023-05-08,2023
QDH,nicasju01,6.0,2023-05-15,2023
QDH,,0.0,2023-06-07,2023
QDH,,11.0,2023-06-18,2023
QDH,lowderh01,11.0,2023-06-24,2023
QDH,feltnry01,5.0,2023-07-02,2023
QDH,smeltde01,7.0,2023-07-16,2023
QDH,smeltde01,7.0,2023-07-28,2023
QPO,cravyty01,5.0,2016-04-17,2016
QPO,nealza01,5.0,2016-04-20,2016
QPO,nealza01,5.0,2016-05-06,2016
QPO,felizmi01,6.0,2016-05-18,2016
QPO,garzaju01,0.0,2017-04-05,2017
QPO,cravyty01,0.0,2017-04-06,2017
QPO,cravyty01,7.0,2017-04-23,2017
QPO,garzaju01,6.0,2017-07-07,2017
QPO,cravyty01,7.0,2018-05-07,2018
QPO,ucetaed01,5.0,2018-05-10,2018
QPO,strasst01,6.0,2018-07-26,2018
QPO,cravyty01,6.0,2019-05-28,2019
QPO,lestejo01,6.0,2019-06-01,2019
QPO,cravyty01,5.0,2019-07-01,2019
QPO,honeybr01,6.0,2019-07-05,2019
QPO,dunnju01,0.0,2021-04-01,2021
QPO,millebo06,10.0,2021-04-20,2021
QPO,anderco01,6.0,2021-05-07,2021
QPO,anderco01,5.0,2021-05-28,2021
QPO,fittsri01,13.0,2021-06-04,2021
QPO,anderco01,6.0,2022-04-16,2022
QPO,scholje01,6.0,2022-04-23,2022
QPO,rodrije01,0.0,2022-04-26,2022
QPO,hernafe02,6.0,2022-05-20,2022
QPO,,0.0,2022-06-03,2022
QPO,chiriyo01,4.0,2022-06-15,2022
QPO,rodrije01,5.0,2022-07-26,2022
QPO,livelbe01,6.0,2023-04-14,2023
QPO,swarmma01,0.0,2023-04-23,2023
QPO,millebo06,5.0,2023-04-27,2023
QPO,millebo06,5.0,2023-06-28,2023
QPO,kendrky01,5.0,2023-07-05,2023
QPO,farmebu01,59.0,2023-07-23,2023
RAV,imanash01,5.0,2016-05-08,2016
RAV,overtco01,5.0,2016-05-14,2016
RAV,skogler01,5.0,2016-05-29,2016
RAV,brighje01,5.0,2016-06-13,2016
RAV,kerrra01,7.0,2016-06-24,2016
RAV,overtco01,0.0,2017-04-05,2017
RAV,kerrra01,6.0,2017-05-01,2017
RAV,richacl01,7.0,2017-05-24,2017
RAV,brighje01,5.0,2017-06-01,2017
RAV,imanash01,0.0,2017-06-05,2017
RAV,hendrli01,5.0,2017-07-08,2017
RAV,richacl01,11.0,2017-07-16,2017
RAV,vinceni01,7.0,2018-06-26,2018
RAV,schulja02,5.0,2018-07-05,2018
RAV,imanash01,5.0,2018-07-13,2018
RAV,rodrich01,6.0,2018-07-26,2018
RAV,schulja02,6.0,2019-05-06,2019
RAV,widenta01,6.0,2019-05-10,2019
RAV,brighje01,6.0,2019-05-24,2019
RAV,bolanro01,6.0,2019-06-01,2019
RAV,kerrra01,5.0,2019-07-23,2019
RAV,kerrra01,5.0,2019-07-28,2019
RAV,jeffeda01,5.0,2021-04-08,2021
RAV,jeffeda01,6.0,2021-04-26,2021
RAV,curryxz01,6.0,2021-05-14,2021
RAV,conlead01,7.0,2021-05-22,2021
RAV,stanery01,6.0,2021-07-03,2021
RAV,curryxz01,6.0,2021-07-08,2021
RAV,vinceni01,6.0,2021-07-10,2021
RAV,bolanro01,6.0,2022-05-15,2022
RAV,vinceni01,6.0,2022-05-16,2022
RAV,jeffeda01,5.0,2022-05-29,2022
RAV,stanery01,5.0,2022-06-05,2022
RAV,curryxz01,6.0,2022-06-08,2022
RAV,curryxz01,5.0,2022-06-19,2022
RAV,munozro01,8.0,2022-07-25,2022
RAV,vinceni01,5.0,2023-06-06,2023
RAV,rodrich01,5.0,2023-06-28,2023
RAV,scottch01,6.0,2023-07-03,2023
RAV,vinceni01,9.0,2023-07-15,2023
RAV,coveydy01,11.0,2023-07-19,2023
RAV,vinceni01,5.0,2023-07-26,2023
RKN,norrida01,6.0,2016-04-16,2016
RKN,wrighda04,7.0,2016-04-20,2016
RKN,rodrich01,0.0,2016-04-24,2016
RKN,baezmi01,5.0,2016-04-26,2016
RKN,rouppla01,0.0,2016-05-08,2016
RKN,rodrich01,5.0,2016-05-22,2016
RKN,wrighda04,5.0,2016-06-03,2016
RKN,sadleca02,0.0,2016-06-06,2016
RKN,rodrich01,5.0,2016-06-07,2016
RKN,rodrich01,5.0,2016-07-04,2016
RKN,norrida01,0.0,2017-04-03,2017
RKN,rouppla01,6.0,2017-05-03,2017
RKN,sadleca02,5.0,2017-06-16,2017
RKN,sadleca02,6.0,2017-06-27,2017
RKN,sadleca02,5.0,2018-04-16,2018
RKN,duplajo01,6.0,2018-05-05,2018
RKN,sadleca02,6.0,2018-05-08,2018
RKN,montera01,0.0,2018-07-04,2018
RKN,duplajo01,11.0,2018-07-22,2018
RKN,bolsimi01,7.0,2019-04-05,2019
RKN,montera01,5.0,2019-04-11,2019
RKN,sandlni01,0.0,2019-06-17,2019
RKN,francjp01,21.0,2019-06-22,2019
RKN,bolsimi01,0.0,2021-04-02,2021
RKN,alexasc02,6.0,2021-05-18,2021
RKN,alexasc02,5.0,2021-05-23,2021
RKN,bolsimi01,6.0,2021-06-05,2021
RKN,corbipa01,6.0,2021-06-06,2021
RKN,fulmemi01,7.0,2021-06-22,2021
RKN,germado01,0.0,2022-04-12,2022
RKN,mazurad01,6.0,2022-04-19,2022
RKN,fulmemi01,6.0,2022-04-22,2022
RKN,corbipa01,5.0,2022-05-22,2022
RKN,fulmemi01,5.0,2022-06-29,2022
RKN,buehlwa01,5.0,2023-04-04,2023
RKN,duplajo01,6.0,2023-04-08,2023
RKN,,0.0,2023-04-29,2023
RKN,corbipa01,5.0,2023-05-30,2023
RKN,corbipa01,7.0,2023-06-06,2023
RKN,buehlwa01,7.0,2023-07-14,2023
RKN,ceccosl01,10.0,2023-07-18,2023
RLJ,willibr02,5.0,2016-05-01,2016
RLJ,schrejo01,5.0,2016-05-22,2016
RLJ,oviedlu01,6.0,2016-05-27,2016
RLJ,garrebr01,5.0,2016-06-20,2016
RLJ,schrejo01,5.0,2016-06-28,2016
RLJ,willibr02,5.0,2016-07-28,2016
RLJ,adamsch01,7.0,2017-04-30,2017
RLJ,millesh01,0.0,2017-06-25,2017
RLJ,grayjo02,5.0,2017-07-06,2017
RLJ,honeybr01,5.0,2017-07-19,2017
RLJ,schrejo01,5.0,2017-07-28,2017
RLJ,,0.0,2018-04-02,2018
RLJ,adamsch01,6.0,2018-04-25,2018
RLJ,grayjo02,5.0,2018-04-26,2018
RLJ,schrejo01,6.0,2018-06-21,2018
RLJ,,87.0,2018-06-28,2018
RLJ,adamsch01,6.0,2018-06-29,2018
RLJ,grayjo02,5.0,2019-05-24,2019
RLJ,willibr02,3.0,2019-05-28,2019
RLJ,grayjo02,6.0,2019-06-21,2019
RLJ,duffyda01,5.0,2021-04-15,2021
RLJ,adamsch01,6.0,2021-05-01,2021
RLJ,feldmsc01,6.0,2021-06-24,2021
RLJ,feldmsc01,7.0,2021-07-11,2021
RLJ,boshebu01,0.0,2022-04-08,2022
RLJ,feldmsc01,6.0,2022-04-15,2022
RLJ,smithaj01,6.0,2022-06-17,2022
RLJ,grayjo02,7.0,2023-05-20,2023
RLJ,ceasedy01,55.0,2023-06-03,2023
RLJ,,0.0,2023-07-25,2023
SAJ,gsellro01,7.0,2016-06-25,2016
SAJ,cuevawi01,5.0,2016-07-03,2016
SAJ,aquinja01,74.0,2016-07-07,2016
SAJ,kowarja01,10.0,2016-07-19,2016
SAJ,gsellro01,4.0,2016-07-27,2016
SAJ,kowarja01,6.0,2017-04-14,2017
SAJ,brubajt01,5.0,2017-05-06,2017
SAJ,cuevawi01,0.0,2017-06-05,2017
SAJ,lodolni01,6.0,2017-06-20,2017
SAJ,brubajt01,5.0,2017-07-05,2017
SAJ,carraca01,5.0,2017-07-22,2017
SAJ,kowarja01,0.0,2018-03-30,2018
SAJ,brubajt01,0.0,2018-03-31,2018
SAJ,richaly01,0.0,2018-04-02,2018
SAJ,richaly01,6.0,2018-06-07,2018
SAJ,sotogr01,0.0,2018-06-26,2018
SAJ,delacjo01,6.0,2018-07-06,2018
SAJ,delacjo01,5.0,2018-07-11,2018
SAJ,,0.0,2018-07-23,2018
SAJ,sotogr01,11.0,2018-07-24,2018
SAJ,,0.0,2018-07-28,2018
SAJ,oviedjo01,6.0,2019-04-09,2019
SAJ,cabrege01,0.0,2019-04-13,2019
SAJ,carraca01,5.0,2019-05-11,2019
SAJ,kowarja01,5.0,2019-05-27,2019
SAJ,jayemy01,7.0,2019-06-05,2019
SAJ,kiliaca01,6.0,2019-06-15,2019
SAJ,kowarja01,5.0,2019-06-19,2019
SAJ,kowarja01,5.0,2019-06-24,2019
SAJ,jayemy01,6.0,2019-07-02,2019
SAJ,carraca01,15.0,2019-07-14,2019
SAJ,zeuchtj01,7.0,2021-04-17,2021
SAJ,mazurad01,5.0,2021-05-05,2021
SAJ,swarmma01,11.0,2021-05-30,2021
SAJ,tropeni01,6.0,2021-06-10,2021
SAJ,tropeni01,5.0,2021-06-20,2021
SAJ,tropeni01,6.0,2021-07-07,2021
SAJ,bolsimi01,0.0,2022-04-12,2022
SAJ,tropeni01,6.0,2022-04-16,2022
SAJ,danaca01,6.0,2022-05-27,2022
SAJ,bolsimi01,6.0,2022-05-28,2022
SAJ,leonedo01,6.0,2022-05-29,2022
SAJ,leonedo01,5.0,2022-06-15,2022
SAJ,swarmma01,5.0,2022-06-17,2022
SAJ,leonedo01,6.0,2022-06-26,2022
SAJ,bolsimi01,5.0,2022-06-30,2022
SAJ,,0.0,2022-07-10,2022
SAJ,,6.0,2022-07-16,2022
SAJ,leonedo01,0.0,2023-04-03,2023
SAJ,bolsimi01,0.0,2023-04-04,2023
SAJ,jeffrje01,5.0,2023-04-18,2023
SAJ,danaca01,6.0,2023-04-28,2023
SAJ,leonedo01,5.0,2023-05-06,2023
SAJ,dunnju01,5.0,2023-07-02,2023
STC,bernabr01,0.0,2016-04-04,2016
STC,morgaad01,57.0,2016-06-18,2016
STC,rodrich01,6.0,2017-04-20,2017
STC,,0.0,2017-05-04,2017
STC,dunnju01,5.0,2017-05-31,2017
STC,ynoahu01,6.0,2017-06-08,2017
STC,rodrich01,5.0,2017-06-12,2017
STC,antonte01,5.0,2017-06-14,2017
STC,bautige01,5.0,2017-07-04,2017
STC,antonte01,5.0,2017-07-06,2017
STC,bernabr01,8.0,2018-04-21,2018
STC,bernabr01,7.0,2018-05-10,2018
STC,dunnju01,7.0,2018-06-09,2018
STC,haleda02,10.0,2018-07-24,2018
STC,diazmi02,5.0,2019-04-02,2019
STC,verrelo01,6.0,2019-05-24,2019
STC,antonte01,5.0,2019-05-28,2019
STC,kerkeor01,5.0,2019-06-07,2019
STC,johnsse01,6.0,2019-06-12,2019
STC,antonte01,5.0,2019-06-20,2019
STC,martida03,6.0,2019-06-25,2019
STC,verrelo01,0.0,2019-07-03,2019
STC,,4.0,2019-07-17,2019
STC,johnsse01,47.0,2019-07-29,2019
STC,hernada02,5.0,2021-04-15,2021
STC,,5.0,2021-04-18,2021
STC,,7.0,2021-04-25,2021
STC,crawfku01,6.0,2021-05-09,2021
STC,hernada02,7.0,2021-06-08,2021
STC,wantzan01,6.0,2021-06-12,2021
STC,menezco01,5.0,2021-06-23,2021
STC,menezco01,6.0,2021-07-10,2021
STC,kennebr02,0.0,2022-04-12,2022
STC,pomerdr01,6.0,2022-04-16,2022
STC,hernada02,6.0,2022-04-17,2022
STC,kennebr02,5.0,2022-05-22,2022
STC,hernada02,5.0,2022-05-24,2022
STC,moyaga01,6.0,2022-06-07,2022
STC,crawfku01,6.0,2022-06-23,2022
STC,rucindr01,5.0,2023-04-15,2023
STC,crawfku01,6.0,2023-05-16,2023
STC,rucindr01,0.0,2023-07-04,2023
STC,moyaga01,10.0,2023-07-16,2023
STC,pomerdr01,6.0,2023-07-29,2023
UPV,leakemi01,6.0,2016-04-22,2016
UPV,boshebu01,5.0,2016-06-03,2016
UPV,dicker.01,5.0,2016-07-10,2016
UPV,maldoan01,6.0,2016-07-31,2016
UPV,leakemi01,6.0,2017-05-27,2017
UPV,ryanri01,6.0,2017-05-30,2017
UPV,dicker.01,6.0,2017-07-09,2017
UPV,leakemi01,12.0,2017-07-16,2017
UPV,ryanri01,5.0,2018-05-30,2018
UPV,ryanri01,5.0,2018-07-01,2018
UPV,nicolju01,7.0,2018-07-20,2018
UPV,nicolju01,6.0,2019-04-07,2019
UPV,sadleca02,6.0,2019-04-16,2019
UPV,cuevawi01,5.0,2019-04-22,2019
UPV,,2.0,2019-05-27,2019
UPV,nicolju01,6.0,2019-07-18,2019
UPV,arihako01,0.0,2021-04-05,2021
UPV,rutleja01,0.0,2021-04-07,2021
UPV,rutleja01,5.0,2021-06-05,2021
UPV,phillty01,6.0,2021-06-09,2021
UPV,rutleja01,7.0,2021-06-12,2021
UPV,tarplst01,7.0,2021-06-17,2021
UPV,loaisjo01,6.0,2022-04-29,2022
UPV,phillty01,6.0,2022-04-30,2022
UPV,loaisjo01,5.0,2022-05-09,2022
UPV,ryanri01,6.0,2022-06-04,2022
UPV,loaisjo01,6.0,2022-07-02,2022
UPV,medinad01,6.0,2023-04-19,2023
UPV,medinad01,5.0,2023-04-24,2023
UPV,,0.0,2023-05-26,2023
UPV,rodrije01,5.0,2023-07-19,2023
VJV,davisno01,0.0,2016-04-11,2016
VJV,davisno01,5.0,2016-04-22,2016
VJV,clemepa02,0.0,2016-05-28,2016
VJV,,0.0,2016-06-18,2016
VJV,davisau01,5.0,2016-06-26,2016
VJV,davisno01,36.0,2016-07-04,2016
VJV,liberma01,7.0,2016-07-05,2016
VJV,davisau01,5.0,2016-07-25,2016
VJV,hestoch01,5.0,2017-05-16,2017
VJV,oviedjo01,0.0,2017-05-23,2017
VJV,ramirne01,6.0,2017-06-10,2017
VJV,godleza01,7.0,2017-07-25,2017
VJV,,0.0,2018-04-06,2018
VJV,suarejo01,6.0,2018-05-31,2018
VJV,gilbelo01,6.0,2019-04-05,2019
VJV,hernajo02,14.0,2019-04-26,2019
VJV,ramirer02,6.0,2019-05-27,2019
VJV,musgrjo01,6.0,2019-06-03,2019
VJV,marveja01,14.0,2019-06-22,2019
VJV,,0.0,2019-07-05,2019
VJV,verlaju01,51.0,2019-07-13,2019
VJV,suarejo01,10.0,2019-07-16,2019
VJV,szaputh01,6.0,2019-07-31,2019
VJV,morgael01,16.0,2021-04-20,2021
VJV,kendrky01,6.0,2021-04-28,2021
VJV,kendrky01,6.0,2021-05-04,2021
VJV,antonte01,0.0,2021-05-08,2021
VJV,morgael01,7.0,2021-06-04,2021
VJV,morgael01,13.0,2021-07-19,2021
VJV,swanser01,6.0,2021-07-30,2021
VJV,,0.0,2022-04-12,2022
VJV,,7.0,2022-04-19,2022
VJV,ashcrgr01,6.0,2022-05-10,2022
VJV,swanser01,7.0,2022-05-22,2022
VJV,ashcrgr01,6.0,2023-05-19,2023
VJV,swanser01,0.0,2023-05-20,2023
VJV,ashcrgr01,6.0,2023-07-08,2023
VQC,pallaan01,5.0,2016-04-20,2016
VQC,lodolni01,5.0,2016-04-24,2016
VQC,lodolni01,6.0,2016-04-30,2016
VQC,pallaan01,5.0,2016-05-30,2016
VQC,lodolni01,8.0,2016-06-11,2016
VQC,rutleja01,6.0,2016-06-14,2016
VQC,pallaan01,5.0,2016-06-20,2016
VQC,rutleja01,5.0,2016-06-29,2016
VQC,colege01,6.0,2017-04-30,2017
VQC,phillty01,5.0,2017-05-27,2017
VQC,rodried05,6.0,2017-06-04,2017
VQC,rutleja01,0.0,2018-04-02,2018
VQC,rutleja01,5.0,2018-04-19,2018
VQC,rutleja01,6.0,2018-05-11,2018
VQC,hoeinbr01,5.0,2018-05-30,2018
VQC,rutleja01,6.0,2018-06-25,2018
VQC,knackla01,5.0,2018-07-13,2018
VQC,hoeinbr01,5.0,2019-04-27,2019
VQC,middlke01,5.0,2019-05-31,2019
VQC,woodtr01,6.0,2019-06-08,2019
VQC,asheral01,6.0,2019-06-18,2019
VQC,rodried05,34.0,2019-06-19,2019
VQC,hoeinbr01,5.0,2019-07-25,2019
VQC,ramirer02,0.0,2021-04-06,2021
VQC,mcclare01,7.0,2021-04-23,2021
VQC,ramirer02,7.0,2021-05-01,2021
VQC,thompja03,0.0,2021-05-30,2021
VQC,colege01,6.0,2021-06-18,2021
VQC,parkebl01,6.0,2021-06-28,2021
VQC,colege01,6.0,2021-06-30,2021
VQC,thompja03,6.0,2021-07-05,2021
VQC,gonsoto01,6.0,2022-04-16,2022
VQC,johnser04,5.0,2022-04-17,2022
VQC,mcclare01,5.0,2022-04-24,2022
VQC,mcclare01,6.0,2022-05-23,2022
VQC,asheral01,7.0,2022-07-06,2022
VQC,mcclare01,5.0,2022-07-13,2022
VQC,sparkgl01,6.0,2023-05-28,2023
VQC,sparkgl01,6.0,2023-06-03,2023
VQC,willitr01,7.0,2023-06-16,2023
VQC,willitr01,5.0,2023-06-21,2023
VQC,feierry01,0.0,2023-07-17,2023
XFB,iveyty01,5.0,2016-04-17,2016
XFB,feddeer01,6.0,2016-05-07,2016
XFB,arrigsp01,5.0,2016-06-29,2016
XFB,arrigsp01,5.0,2016-07-04,2016
XFB,feddeer01,5.0,2017-04-12,2017
XFB,mazurad01,5.0,2017-05-14,2017
XFB,montafr02,6.0,2017-05-21,2017
XFB,montafr02,5.0,2017-05-31,2017
XFB,mazurad01,7.0,2017-06-18,2017
XFB,wrighda04,6.0,2017-07-14,2017
XFB,,0.0,2018-05-04,2018
XFB,kenneia01,6.0,2018-05-22,2018
XFB,rodriya01,5.0,2018-06-23,2018
XFB,montafr02,5.0,2018-07-26,2018
XFB,bendean01,0.0,2019-03-31,2019
XFB,mazurad01,5.0,2019-04-03,2019
XFB,robleha01,6.0,2019-04-19,2019
XFB,walkery01,5.0,2019-06-05,2019
XFB,mazurad01,5.0,2019-06-30,2019
XFB,mazurad01,6.0,2019-07-06,2019
XFB,mazurad01,6.0,2019-07-12,2019
XFB,rodriya01,5.0,2019-07-31,2019
XFB,robleha01,6.0,2021-05-08,2021
XFB,lambjo02,0.0,2021-05-12,2021
XFB,kellyme01,5.0,2021-05-14,2021
XFB,davisro03,0.0,2021-05-15,2021
XFB,lambjo02,5.0,2021-06-09,2021
XFB,robleha01,6.0,2021-07-24,2021
XFB,wilkad01,7.0,2021-07-30,2021
XFB,nealza01,0.0,2022-04-19,2022
XFB,sampsad01,0.0,2022-04-23,2022
XFB,wilkad01,5.0,2022-04-27,2022
XFB,robleha01,5.0,2022-04-30,2022
XFB,robleha01,6.0,2022-05-06,2022
XFB,kerrra01,5.0,2022-06-25,2022
XFB,effrosc01,5.0,2022-07-07,2022
XFB,wilkad01,5.0,2023-06-04,2023
XFB,robleha01,7.0,2023-06-09,2023
XFB,matthze01,5.0,2023-06-15,2023
XFB,robleha01,5.0,2023-06-24,2023
XFB,matthze01,5.0,2023-07-19,2023
XFB,robleha01,31.0,2023-07-25,2023
YHA,honeybr01,6.0,2016-06-14,2016
YHA,kiliaca01,5.0,2017-04-20,2017
YHA,clemepa02,5.0,2017-04-22,2017
YHA,schulja02,5.0,2017-04-24,2017
YHA,ramirer02,6.0,2017-05-02,2017
YHA,schulja02,0.0,2017-05-17,2017
YHA,schulja02,6.0,2017-06-03,2017
YHA,kiliaca01,6.0,2017-06-25,2017
YHA,schulja02,7.0,2017-07-15,2017
YHA,,0.0,2017-07-25,2017
YHA,diazda01,0.0,2018-03-30,2018
YHA,kiliaca01,6.0,2018-05-08,2018
YHA,kiliaca01,5.0,2018-05-30,2018
YHA,plesaza01,8.0,2018-07-22,2018
YHA,burrobe01,10.0,2018-07-22,2018
YHA,stanery01,6.0,2019-05-03,2019
YHA,eflinza01,6.0,2019-05-20,2019
YHA,stanery01,6.0,2019-05-28,2019
YHA,greinza01,9.0,2019-06-16,2019
YHA,chatwty01,0.0,2019-06-18,2019
YHA,chatwty01,15.0,2019-07-16,2019
YHA,hellije01,13.0,2019-07-27,2019
YHA,campbpa02,5.0,2021-05-05,2021
YHA,campbpa02,7.0,2021-05-12,2021
YHA,eflinza01,6.0,2021-05-21,2021
YHA,waldike01,6.0,2021-05-24,2021
YHA,eflinza01,5.0,2021-05-26,2021
YHA,hoeinbr01,5.0,2021-06-17,2021
YHA,hoeinbr01,6.0,2022-05-21,2022
YHA,lucchjo01,6.0,2022-06-04,2022
YHA,lucchjo01,7.0,2022-06-11,2022
YHA,lucchjo01,7.0,2022-06-24,2022
YHA,waldike01,6.0,2023-05-01,2023
YHA,smithaj01,5.0,2023-06-07,2023
YHA,waldike01,6.0,2023-06-11,2023
YHA,freelky01,5.0,2023-06-25,2023
YHA,waldike01,6.0,2023-06-28,2023
YHA,hoeinbr01,5.0,2023-07-23,2023
ZQF,leonedo01,5.0,2016-05-02,2016
ZQF,hernaca04,6.0,2016-05-31,2016
ZQF,leonedo01,5.0,2017-07-01,2017
ZQF,feyerjo01,6.0,2017-07-29,2017
ZQF,rucindr01,6.0,2018-04-11,2018
ZQF,howarsa01,6.0,2018-05-28,2018
ZQF,rucindr01,6.0,2018-06-21,2018
ZQF,,0.0,2018-06-30,2018
ZQF,howarsa01,5.0,2018-07-11,2018
ZQF,howarsa01,6.0,2018-07-27,2018
ZQF,leonedo01,5.0,2019-04-02,2019
ZQF,rucindr01,0.0,2019-04-03,2019
ZQF,maldoan01,5.0,2019-07-26,2019
ZQF,leonedo01,6.0,2019-07-31,2019
ZQF,castehu01,6.0,2021-04-27,2021
ZQF,castehu01,6.0,2021-05-03,2021
ZQF,,0.0,2021-07-03,2021
ZQF,sadzeco01,5.0,2021-07-05,2021
ZQF,antonte01,5.0,2022-05-30,2022
ZQF,walstbl01,0.0,2022-06-15,2022
ZQF,antonte01,5.0,2022-06-29,2022
ZQF,raganco01,6.0,2023-04-22,2023
ZQF,sadzeco01,0.0,2023-04-23,2023
ZQF,boydma01,5.0,2023-05-14,2023
ZQF,castehu01,5.0,2023-06-28,2023
ZQF,sadzeco01,5.0,2023-07-23,2023
