id,voting
2141,0.66
2142,0.52
2143,0.54
2144,0.5
2145,0.78
2146,0.82
2147,0.46
2148,0.74
2149,0.66
2150,0.64
2151,0.64
2152,0.5
2153,0.56
2154,0.66
2155,0.82
2156,0.62
2157,0.66
2158,0.52
2159,0.66
2160,0.76
2161,0.64
2162,0.56
2163,0.64
2164,0.46
2165,0.64
2166,0.74
2167,0.66
2168,0.66
2169,0.6
2170,0.68
2171,0.38
2172,0.72
2173,0.38
2174,0.62
2175,0.68
2176,0.38
2177,0.44
2178,0.68
2179,0.62
2180,0.5
2181,0.54
2182,0.6
2183,0.6
2184,0.64
2185,0.6
2186,0.58
2187,0.52
2188,0.64
2189,0.52
2190,0.4
2191,0.78
2192,0.44
2193,0.58
2194,0.56
2195,0.52
2196,0.6
2197,0.46
2198,0.68
2199,0.54
2200,0.48
2201,0.7
2202,0.64
2203,0.5
2204,0.68
2205,0.48
2206,0.82
2207,0.62
2208,0.7
2209,0.42
2210,0.66
2211,0.64
2212,0.58
2213,0.52
2214,0.54
2215,0.72
2216,0.52
2217,0.52
2218,0.52
2219,0.76
2220,0.56
2221,0.42
2222,0.66
2223,0.74
2224,0.6
2225,0.58
2226,0.66
2227,0.68
2228,0.7
2229,0.54
2230,0.42
2231,0.64
2232,0.56
2233,0.76
2234,0.68
2235,0.54
2236,0.5
2237,0.58
2238,0.78
2239,0.62
2240,0.46
2241,0.38
2242,0.7
2243,0.66
2244,0.74
2245,0.64
2246,0.48
2247,0.58
2248,0.52
2249,0.68
2250,0.5
2251,0.72
2252,0.52
2253,0.54
2254,0.64
2255,0.66
2256,0.62
2257,0.7
2258,0.46
2259,0.64
2260,0.58
2261,0.48
2262,0.34
2263,0.76
2264,0.66
2265,0.62
2266,0.64
2267,0.6
2268,0.72
2269,0.56
2270,0.56
2271,0.72
2272,0.64
2273,0.48
2274,0.54
2275,0.82
2276,0.48
2277,0.82
2278,0.54
2279,0.54
2280,0.68
2281,0.58
2282,0.54
2283,0.74
2284,0.66
2285,0.44
2286,0.64
2287,0.62
2288,0.78
2289,0.66
2290,0.64
2291,0.88
2292,0.52
2293,0.44
2294,0.56
2295,0.66
2296,0.6
2297,0.48
2298,0.72
2299,0.52
2300,0.44
2301,0.68
2302,0.46
2303,0.72
2304,0.52
2305,0.62
2306,0.6
2307,0.62
2308,0.76
2309,0.56
2310,0.7
2311,0.58
2312,0.46
2313,0.58
2314,0.6
2315,0.48
2316,0.62
2317,0.38
2318,0.6
2319,0.54
2320,0.8
2321,0.72
2322,0.82
2323,0.8
2324,0.76
2325,0.48
2326,0.36
2327,0.52
2328,0.66
2329,0.5
2330,0.56
2331,0.66
2332,0.72
2333,0.56
2334,0.6
2335,0.5
2336,0.68
2337,0.66
2338,0.8
2339,0.52
2340,0.84
2341,0.54
2342,0.74
2343,0.68
2344,0.48
2345,0.66
2346,0.62
2347,0.76
2348,0.52
2349,0.64
2350,0.54
2351,0.64
2352,0.7
2353,0.68
2354,0.6
2355,0.54
2356,0.54
2357,0.46
2358,0.66
2359,0.56
2360,0.42
2361,0.7
2362,0.34
2363,0.56
2364,0.72
2365,0.7
2366,0.58
2367,0.42
2368,0.68
2369,0.68
2370,0.4
2371,0.38
2372,0.74
2373,0.54
2374,0.3
2375,0.66
2376,0.68
2377,0.58
2378,0.5
2379,0.64
2380,0.72
2381,0.52
2382,0.5
2383,0.5
2384,0.66
2385,0.54
2386,0.46
2387,0.46
2388,0.76
2389,0.82
2390,0.46
2391,0.8
2392,0.62
2393,0.58
2394,0.56
2395,0.64
2396,0.74
2397,0.6
2398,0.5
2399,0.7
2400,0.82
2401,0.6
2402,0.64
2403,0.58
2404,0.42
2405,0.62
2406,0.58
2407,0.54
2408,0.68
2409,0.6
2410,0.48
2411,0.66
2412,0.64
2413,0.5
2414,0.46
2415,0.5
2416,0.48
2417,0.72
2418,0.7
2419,0.42
2420,0.54
2421,0.68
2422,0.48
2423,0.52
2424,0.68
2425,0.4
2426,0.56
2427,0.54
